year,day_of_year,temperature,humidity,precipitation,wind_speed,irradiance,month,temperature_lag1,temperature_lag3,temperature_lag7,temperature_roll3,humidity_roll3,precipitation_roll7,target
2020,63,23.46,80.62,6.78,6.58,13.34,3,23.62,23.5,25.0,23.61,78.00333333333333,33.93,23.51
2020,64,23.51,76.74,0.49,5.75,20.64,3,23.46,23.75,24.25,23.53,79.08333333333333,12.57,23.6
2020,65,23.6,72.9,0.1,6.07,22.84,3,23.51,23.62,23.06,23.52333333333333,76.75333333333333,12.66,23.67
2020,66,23.67,74.07,0.95,4.17,20.23,3,23.6,23.46,23.19,23.593333333333334,74.57,13.6,23.18
2020,67,23.18,75.12,0.09,3.85,22.44,3,23.67,23.51,23.5,23.483333333333334,74.02999999999999,13.64,23.01
2020,68,23.01,81.9,0.16,4.77,23.93,3,23.18,23.6,23.75,23.286666666666665,77.03000000000002,13.36,24.02
2020,69,24.02,81.91,0.05,4.83,25.81,3,23.01,23.67,23.62,23.403333333333336,79.64333333333333,8.620000000000001,24.66
2020,70,24.66,82.25,0.05,4.15,24.8,3,24.02,23.18,23.46,23.896666666666665,82.02,1.89,24.5
2020,71,24.5,81.87,0.09,3.85,23.61,3,24.66,23.01,23.51,24.39333333333333,82.00999999999999,1.49,24.7
2020,72,24.7,81.37,0.06,5.68,24.32,3,24.5,24.02,23.6,24.62,81.83,1.4499999999999997,25.0
2020,73,25.0,79.82,0.0,4.92,23.46,3,24.7,24.66,23.67,24.733333333333334,81.02,0.5,25.03
2020,74,25.03,83.54,0.06,4.53,24.12,3,25.0,24.5,23.18,24.91,81.57666666666667,0.47000000000000003,25.57
2020,75,25.57,84.71,0.07,5.11,23.01,3,25.03,24.7,23.01,25.2,82.69,0.38,24.9
2020,76,24.9,87.78,0.76,2.1,16.67,3,25.57,25.0,24.02,25.166666666666668,85.34333333333335,1.09,24.55
2020,77,24.55,85.79,4.36,4.08,10.14,3,24.9,25.03,24.66,25.006666666666664,86.09333333333332,5.4,25.11
2020,78,25.11,85.66,1.34,5.54,8.83,3,24.55,25.57,24.5,24.853333333333335,86.41000000000001,6.65,25.87
2020,79,25.87,86.48,1.6,4.03,20.3,3,25.11,24.9,24.7,25.176666666666666,85.97666666666667,8.19,24.38
2020,80,24.38,80.29,0.89,5.52,22.1,3,25.87,24.55,25.0,25.12,84.14333333333333,9.08,23.68
2020,81,23.68,78.09,0.56,3.79,22.07,3,24.38,25.11,25.03,24.643333333333334,81.62,9.58,23.68
2020,82,23.68,78.32,0.89,3.92,20.59,3,23.68,25.87,25.57,23.91333333333333,78.89999999999999,10.400000000000002,23.51
2020,83,23.51,77.67,0.21,3.95,22.2,3,23.68,24.38,24.9,23.623333333333335,78.02666666666666,9.85,23.46
2020,84,23.46,74.41,0.34,4.12,19.21,3,23.51,23.68,24.55,23.55,76.8,5.83,24.5
2020,85,24.5,63.81,0.04,3.87,21.2,3,23.46,23.68,25.11,23.823333333333334,71.96333333333332,4.53,24.79
2020,86,24.79,70.06,0.08,4.55,22.89,3,24.5,23.51,25.87,24.25,69.42666666666666,3.01,24.66
2020,87,24.66,70.1,0.2,4.26,18.26,3,24.79,23.46,24.38,24.650000000000002,67.99000000000001,2.3200000000000003,24.63
2020,88,24.63,78.1,0.16,4.82,15.7,3,24.66,24.5,23.68,24.69333333333333,72.75333333333333,1.9200000000000002,25.26
2020,89,25.26,80.79,0.79,4.47,10.04,3,24.63,24.79,23.68,24.849999999999998,76.33,1.82,25.47
2020,90,25.47,79.67,0.46,3.93,20.1,3,25.26,24.66,23.51,25.12,79.52,2.0700000000000003,25.44
2020,91,25.44,81.49,0.6,3.39,18.75,3,25.47,24.63,23.46,25.39,80.65,2.33,25.08
2020,92,25.08,82.22,0.83,4.2,14.73,4,25.44,25.26,24.5,25.33,81.12666666666667,3.12,25.41
2020,93,25.41,85.44,5.52,6.86,7.76,4,25.08,25.47,24.79,25.31,83.05,8.559999999999999,23.47
2020,94,23.47,66.86,0.02,8.91,21.07,4,25.41,25.44,24.66,24.653333333333332,78.17333333333333,8.38,22.75
2020,95,22.75,70.42,0.01,5.44,21.45,4,23.47,25.08,24.63,23.876666666666665,74.24,8.23,22.88
2020,96,22.88,72.09,0.01,3.46,20.79,4,22.75,25.41,25.26,23.03333333333333,69.79,7.449999999999999,23.51
2020,97,23.51,82.99,5.2,4.68,8.94,4,22.88,23.47,25.47,23.046666666666667,75.16666666666667,12.19,22.15
2020,98,22.15,74.08,0.24,8.02,15.88,4,23.51,22.75,25.44,22.846666666666668,76.38666666666667,11.83,20.68
2020,99,20.68,68.82,0.01,7.93,21.61,4,22.15,22.88,25.08,22.113333333333333,75.29666666666667,11.01,21.43
2020,100,21.43,72.69,0.03,6.81,18.14,4,20.68,23.51,25.41,21.419999999999998,71.86333333333333,5.5200000000000005,21.11
2020,101,21.11,74.21,0.36,6.79,19.3,4,21.43,22.15,23.47,21.073333333333334,71.90666666666665,5.86,21.3
2020,102,21.3,73.61,0.06,4.63,19.73,4,21.11,20.68,22.75,21.279999999999998,73.50333333333333,5.91,21.66
2020,103,21.66,71.21,0.07,2.53,19.38,4,21.3,21.43,22.88,21.356666666666666,73.00999999999999,5.97,22.08
2020,104,22.08,77.93,0.24,5.0,17.99,4,21.66,21.11,23.51,21.679999999999996,74.25,1.01,22.89
2020,105,22.89,79.27,0.93,7.15,14.34,4,22.08,21.3,22.15,22.209999999999997,76.13666666666667,1.7,21.14
2020,106,21.14,56.26,0.0,4.66,20.55,4,22.89,21.66,20.68,22.036666666666665,71.15333333333332,1.69,21.12
2020,107,21.12,54.38,0.0,3.94,20.0,4,21.14,22.08,21.43,21.71666666666667,63.30333333333332,1.66,21.48
2020,108,21.48,76.82,0.04,5.17,18.21,4,21.12,22.89,21.11,21.24666666666667,62.48666666666666,1.34,21.19
2020,109,21.19,80.1,0.09,4.44,17.0,4,21.48,21.14,21.3,21.263333333333335,70.43333333333334,1.37,21.76
2020,110,21.76,75.66,0.04,2.49,17.34,4,21.19,21.12,21.66,21.47666666666667,77.52666666666666,1.3399999999999999,22.81
2020,111,22.81,77.26,0.1,3.37,18.37,4,21.76,21.48,22.08,21.919999999999998,77.67333333333333,1.2,22.59
2020,112,22.59,81.32,0.01,3.91,18.62,4,22.81,21.19,22.89,22.386666666666667,78.08,0.28,22.13
2020,113,22.13,78.68,0.01,2.89,18.5,4,22.59,21.76,21.14,22.51,79.08666666666666,0.29000000000000004,22.06
2020,114,22.06,77.14,0.0,3.2,18.01,4,22.13,22.81,21.12,22.26,79.04666666666667,0.29000000000000004,22.8
2020,115,22.8,76.54,0.01,4.94,16.8,4,22.06,22.59,21.48,22.33,77.45333333333333,0.26000000000000006,23.44
2020,116,23.44,82.59,0.03,5.77,16.91,4,22.8,22.13,21.19,22.766666666666666,78.75666666666667,0.2,23.23
2020,117,23.23,84.27,0.06,3.21,17.69,4,23.44,22.06,21.76,23.156666666666666,81.13333333333333,0.22,22.73
2020,118,22.73,83.6,3.06,5.23,6.22,4,23.23,22.8,22.81,23.133333333333336,83.48666666666666,3.18,22.91
2020,119,22.91,84.88,2.65,6.03,10.35,4,22.73,23.44,22.59,22.956666666666667,84.25,5.82,23.4
2020,120,23.4,86.34,0.17,5.15,16.4,4,22.91,23.23,22.13,23.013333333333332,84.94,5.98,22.62
2020,121,22.62,80.62,0.09,3.66,13.94,4,23.4,22.73,22.06,22.976666666666663,83.94666666666666,6.07,21.8
2020,122,21.8,67.79,1.02,3.23,10.1,5,22.62,22.91,22.8,22.606666666666666,78.25,7.08,21.17
2020,123,21.17,72.6,0.01,7.17,16.84,5,21.8,23.4,23.44,21.863333333333333,73.67,7.0600000000000005,20.88
2020,124,20.88,70.23,0.01,4.28,16.22,5,21.17,22.62,23.23,21.28333333333333,70.20666666666666,7.01,20.81
2020,125,20.81,71.65,0.0,4.55,15.91,5,20.88,21.8,22.73,20.953333333333333,71.49333333333334,3.9499999999999997,22.14
2020,126,22.14,76.37,0.37,4.58,9.5,5,20.81,21.17,22.91,21.276666666666667,72.75,1.67,20.35
2020,127,20.35,76.07,7.42,7.14,5.34,5,22.14,20.88,23.4,21.1,74.69666666666666,8.92,19.52
2020,128,19.52,76.74,1.33,8.01,16.41,5,20.35,20.81,22.62,20.67,76.39333333333333,10.16,19.83
2020,129,19.83,72.95,0.1,3.22,15.94,5,19.52,22.14,21.8,19.900000000000002,75.25333333333333,9.24,20.86
2020,130,20.86,78.99,0.06,5.95,16.1,5,19.83,20.35,21.17,20.069999999999997,76.22666666666667,9.290000000000001,21.74
2020,131,21.74,81.99,0.03,6.68,16.56,5,20.86,19.52,20.88,20.81,77.97666666666667,9.309999999999999,22.15
2020,132,22.15,82.56,0.01,6.0,15.29,5,21.74,19.83,20.81,21.583333333333332,81.18,9.319999999999999,22.06
2020,133,22.06,87.57,0.02,3.77,11.15,5,22.15,20.86,22.14,21.98333333333333,84.04,8.97,21.89
2020,134,21.89,84.41,10.39,4.83,6.89,5,22.06,21.74,20.35,22.03333333333333,84.84666666666665,11.940000000000001,19.86
2020,135,19.86,73.48,0.29,9.48,12.84,5,21.89,22.15,19.52,21.27,81.82,10.9,18.98
2020,136,18.98,74.08,0.01,3.84,10.88,5,19.86,22.06,19.83,20.243333333333332,77.32333333333332,10.810000000000002,19.95
2020,137,19.95,68.36,0.01,2.83,15.27,5,18.98,21.89,20.86,19.596666666666668,71.97333333333334,10.760000000000002,20.29
2020,138,20.29,64.64,0.0,2.52,15.82,5,19.95,19.86,21.74,19.74,69.02666666666666,10.730000000000002,20.75
2020,139,20.75,71.03,0.0,2.4,15.48,5,20.29,18.98,22.15,20.33,68.01,10.720000000000002,21.47
2020,140,21.47,80.82,0.02,4.28,14.57,5,20.75,19.95,22.06,20.836666666666662,72.16333333333334,10.72,21.76
2020,141,21.76,86.7,0.1,5.62,10.75,5,21.47,20.29,21.89,21.326666666666668,79.51666666666667,0.43,21.75
2020,142,21.75,86.61,0.35,6.94,11.4,5,21.76,20.75,19.86,21.66,84.71,0.49,21.89
2020,143,21.89,93.43,5.97,6.35,4.8,5,21.75,21.47,18.98,21.8,88.91333333333334,6.449999999999999,21.89
2020,144,21.89,75.94,0.33,4.9,10.69,5,21.89,21.76,19.95,21.843333333333334,85.32666666666667,6.7700000000000005,19.98
2020,145,19.98,71.03,0.42,4.74,13.37,5,21.89,21.75,20.29,21.253333333333334,80.13333333333333,7.19,20.34
2020,146,20.34,63.91,0.54,4.95,14.41,5,19.98,21.89,20.75,20.736666666666668,70.29333333333334,7.73,18.87
2020,147,18.87,61.41,0.0,4.89,15.02,5,20.34,21.89,21.47,19.73,65.44999999999999,7.71,18.49
2020,148,18.49,68.82,0.0,6.2,14.65,5,18.87,19.98,21.76,19.23333333333333,64.71333333333332,7.61,19.04
2020,149,19.04,67.18,0.0,3.92,14.59,5,18.49,20.34,21.75,18.8,65.80333333333333,7.26,19.71
2020,150,19.71,84.05,0.03,5.38,14.6,5,19.04,18.87,21.89,19.080000000000002,73.35000000000001,1.320000000000001,20.13
2020,151,20.13,75.24,0.01,3.77,13.89,5,19.71,18.49,21.89,19.626666666666665,75.49,1.0000000000000009,20.5
2020,152,20.5,74.85,0.05,3.76,13.88,5,20.13,19.04,19.98,20.113333333333333,78.04666666666667,0.6300000000000009,18.38
2020,153,18.38,80.37,1.29,6.96,3.64,6,20.5,19.71,20.34,19.669999999999998,76.82,1.3800000000000008,17.27
2020,154,17.27,67.34,1.08,3.49,10.7,6,18.38,20.13,18.87,18.716666666666665,74.18666666666667,2.460000000000001,18.15
2020,155,18.15,76.93,0.01,4.03,10.91,6,17.27,20.5,18.49,17.933333333333334,74.88000000000001,2.4700000000000006,20.06
2020,156,20.06,77.05,0.39,3.24,6.45,6,18.15,18.38,19.04,18.493333333333332,73.77333333333333,2.8600000000000008,20.32
2020,157,20.32,86.64,9.13,6.69,1.95,6,20.06,17.27,19.71,19.509999999999998,80.20666666666666,11.96,20.75
2020,158,20.75,91.92,10.4,6.7,9.34,6,20.32,18.15,20.13,20.376666666666665,85.20333333333333,22.35,19.36
2020,159,19.36,73.11,0.0,2.63,12.65,6,20.75,20.06,20.5,20.143333333333334,83.89,22.300000000000004,19.52
2020,160,19.52,75.63,1.23,2.39,13.74,6,19.36,20.32,18.38,19.876666666666665,80.22,22.240000000000002,20.33
2020,161,20.33,93.48,23.33,3.26,9.07,6,19.52,20.75,17.27,19.736666666666665,80.74000000000001,44.489999999999995,19.49
2020,162,19.49,90.92,26.44,4.36,2.64,6,20.33,19.36,18.15,19.779999999999998,86.67666666666666,70.92,20.25
2020,163,20.25,94.52,10.0,2.33,10.3,6,19.49,19.52,20.06,20.02333333333333,92.97333333333334,80.53,20.9
2020,164,20.9,95.92,1.02,5.18,10.85,6,20.25,20.33,20.32,20.21333333333333,93.78666666666668,72.42,20.71
2020,165,20.71,82.52,0.88,6.69,6.54,6,20.9,19.49,20.75,20.62,90.98666666666666,62.9,16.95
2020,166,16.95,69.77,0.04,6.61,7.76,6,20.71,20.25,19.36,19.52,82.73666666666666,62.94,18.56
2020,167,18.56,73.75,0.09,3.43,6.95,6,16.95,20.9,19.52,18.74,75.34666666666666,61.800000000000004,20.18
2020,168,20.18,87.17,0.85,5.02,6.55,6,18.56,20.71,20.33,18.563333333333333,76.89666666666666,39.32,20.3
2020,169,20.3,88.74,0.59,6.43,8.62,6,20.18,16.95,19.49,19.679999999999996,83.22,13.47,20.41
2020,170,20.41,92.71,0.11,7.46,7.88,6,20.3,18.56,20.25,20.296666666666667,89.54,3.58,20.73
2020,171,20.73,91.52,0.04,3.93,12.52,6,20.41,20.18,20.9,20.48,90.99,2.6,21.24
2020,172,21.24,89.53,0.02,4.38,13.18,6,20.73,20.3,20.71,20.793333333333333,91.25333333333333,1.74,21.6
2020,173,21.6,84.63,0.04,3.82,13.61,6,21.24,20.41,16.95,21.19,88.56,1.74,21.11
2020,174,21.11,87.72,0.21,2.77,12.2,6,21.6,20.73,18.56,21.316666666666666,87.29333333333334,1.8599999999999999,20.49
2020,175,20.49,92.74,0.11,4.34,12.82,6,21.11,21.24,20.18,21.066666666666666,88.36333333333333,1.1199999999999999,20.54
2020,176,20.54,90.61,0.06,5.91,12.93,6,20.49,21.6,20.3,20.713333333333335,90.35666666666667,0.59,21.02
2020,177,21.02,89.63,19.59,6.89,6.3,6,20.54,21.11,20.41,20.683333333333334,90.99333333333334,20.07,17.39
2020,178,17.39,74.83,0.19,7.45,9.98,6,21.02,20.49,20.73,19.650000000000002,85.02333333333333,20.220000000000002,16.21
2020,179,16.21,73.63,8.96,5.42,3.62,6,17.39,20.54,21.24,18.206666666666667,79.36333333333333,29.160000000000004,17.47
2020,180,17.47,71.64,0.14,4.05,9.44,6,16.21,21.02,21.6,17.023333333333333,73.36666666666666,29.259999999999998,19.26
2020,181,19.26,73.22,2.49,5.03,5.07,6,17.47,17.39,21.11,17.646666666666665,72.83,31.540000000000003,20.53
2020,182,20.53,87.42,21.7,9.65,6.81,6,19.26,16.21,20.49,19.08666666666667,77.42666666666668,53.129999999999995,18.09
2020,183,18.09,63.38,0.04,9.4,13.43,7,20.53,17.47,20.54,19.293333333333333,74.67333333333333,53.11000000000001,15.84
2020,184,15.84,72.01,0.04,5.82,8.15,7,18.09,19.26,21.02,18.153333333333336,74.27,33.56,15.06
2020,185,15.06,64.9,0.01,4.02,13.74,7,15.84,20.53,17.39,16.330000000000002,66.76333333333334,33.38,17.24
2020,186,17.24,73.8,0.05,5.12,13.62,7,15.06,18.09,16.21,16.046666666666667,70.23666666666666,24.470000000000002,18.99
2020,187,18.99,92.63,5.05,6.38,7.38,7,17.24,15.84,17.47,17.096666666666664,77.11,29.380000000000003,18.36
2020,188,18.36,88.05,9.39,6.36,2.96,7,18.99,15.06,19.26,18.19666666666667,84.82666666666667,36.28,18.82
2020,189,18.82,92.87,21.1,5.8,2.15,7,18.36,17.24,20.53,18.723333333333333,91.18333333333334,35.68000000000001,19.59
2020,190,19.59,90.72,1.92,3.91,4.88,7,18.82,18.99,18.09,18.923333333333336,90.54666666666667,37.56,16.29
2020,191,16.29,66.58,0.0,3.75,13.5,7,19.59,18.36,15.84,18.23333333333333,83.39,37.52,16.83
2020,192,16.83,75.13,0.01,4.87,14.32,7,16.29,18.82,15.06,17.569999999999997,77.47666666666667,37.52,17.92
2020,193,17.92,91.42,6.27,5.33,5.66,7,16.83,19.59,17.24,17.013333333333332,77.71,43.74,18.76
2020,194,18.76,90.64,3.31,5.1,9.4,7,17.92,16.29,18.99,17.83666666666667,85.73,42.00000000000001,16.9
2020,195,16.9,76.05,9.47,5.87,5.42,7,18.76,16.83,18.36,17.86,86.03666666666668,42.080000000000005,14.97
2020,196,14.97,67.67,0.0,5.63,13.39,7,16.9,17.92,18.82,16.87666666666667,78.12,20.980000000000004,14.53
2020,197,14.53,63.8,0.0,3.52,15.17,7,14.97,18.76,19.59,15.466666666666667,69.17333333333333,19.060000000000002,16.28
2020,198,16.28,71.86,9.64,3.15,10.73,7,14.53,16.9,16.29,15.26,67.77666666666666,28.700000000000003,17.58
2020,199,17.58,94.33,8.76,4.69,11.9,7,16.28,14.97,16.83,16.13,76.66333333333333,37.45,18.22
2020,200,18.22,96.76,0.51,4.44,11.16,7,17.58,14.53,17.92,17.36,87.64999999999999,31.690000000000005,18.36
2020,201,18.36,96.77,0.18,4.5,13.56,7,18.22,16.28,18.76,18.05333333333333,95.95333333333333,28.560000000000006,18.64
2020,202,18.64,94.93,0.18,4.43,13.95,7,18.36,17.58,16.9,18.406666666666666,96.15333333333335,19.270000000000003,19.0
2020,203,19.0,88.55,0.11,3.59,14.67,7,18.64,18.22,14.97,18.666666666666668,93.41666666666667,19.380000000000003,18.8
2020,204,18.8,87.57,0.05,2.72,13.9,7,19.0,18.36,14.53,18.813333333333333,90.35000000000001,19.430000000000003,18.9
2020,205,18.9,96.53,1.02,3.08,14.08,7,18.8,18.64,16.28,18.900000000000002,90.88333333333333,10.810000000000004,19.31
2020,206,19.31,97.47,0.56,4.55,12.72,7,18.9,19.0,17.58,19.003333333333334,93.85666666666667,2.610000000000004,18.03
2020,207,18.03,85.55,0.14,6.39,5.11,7,19.31,18.8,18.22,18.746666666666666,93.18333333333332,2.2400000000000038,17.1
2020,208,17.1,66.75,0.0,3.86,8.0,7,18.03,18.9,18.36,18.14666666666667,83.25666666666667,2.0600000000000036,18.74
2020,209,18.74,90.0,3.14,5.72,5.63,7,17.1,19.31,18.64,17.956666666666667,80.76666666666667,5.020000000000003,17.48
2020,210,17.48,90.67,13.01,7.55,6.14,7,18.74,18.03,19.0,17.773333333333333,82.47333333333334,17.92,14.53
2020,211,14.53,74.75,0.13,8.62,7.78,7,17.48,17.1,18.8,16.916666666666668,85.14,18.000000000000004,16.97
2020,212,16.97,68.66,0.21,4.4,10.09,7,14.53,18.74,18.9,16.326666666666668,78.02666666666666,17.190000000000005,18.22
2020,213,18.22,75.28,0.41,4.92,10.79,7,16.97,17.48,19.31,16.573333333333334,72.89666666666666,17.040000000000006,17.97
2020,214,17.97,89.45,0.31,4.46,15.47,8,18.22,14.53,18.03,17.72,77.79666666666667,17.210000000000004,18.42
2020,215,18.42,92.62,0.17,3.94,16.19,8,17.97,16.97,17.1,18.203333333333333,85.78333333333335,17.380000000000003,18.35
2020,216,18.35,91.51,0.08,4.38,15.8,8,18.42,18.22,18.74,18.246666666666666,91.19333333333333,14.320000000000004,18.54
2020,217,18.54,84.13,0.0,4.54,16.76,8,18.35,17.97,17.48,18.436666666666667,89.42,1.3100000000000036,19.28
2020,218,19.28,81.98,0.0,5.46,16.58,8,18.54,18.42,14.53,18.723333333333333,85.87333333333333,1.1800000000000037,19.09
2020,219,19.09,88.23,0.01,4.96,16.54,8,19.28,18.35,16.97,18.97,84.78000000000002,0.9800000000000036,18.92
2020,220,18.92,91.53,0.01,3.91,16.74,8,19.09,18.54,18.22,19.096666666666668,87.24666666666667,0.5800000000000035,18.76
2020,221,18.76,91.44,0.03,3.09,16.06,8,18.92,19.28,17.97,18.923333333333336,90.39999999999999,0.30000000000000354,18.95
2020,222,18.95,92.03,0.18,3.3,16.68,8,18.76,19.09,18.42,18.87666666666667,91.66666666666667,0.31000000000000355,19.49
2020,223,19.49,96.29,0.14,5.62,15.67,8,18.95,18.92,18.35,19.066666666666666,93.25333333333333,0.37000000000000355,18.22
2020,224,18.22,83.7,0.01,7.01,14.8,8,19.49,18.76,18.54,18.886666666666667,90.67333333333335,0.38000000000000356,17.91
2020,225,17.91,83.75,5.64,4.14,2.4,8,18.22,18.95,19.28,18.539999999999996,87.91333333333334,6.020000000000003,19.05
2020,226,19.05,94.84,20.21,3.73,11.27,8,17.91,19.49,19.09,18.393333333333334,87.43,26.220000000000006,18.91
